Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2018;434039;537725
02-05-2018;445690;540438
03-05-2018;483582;567903
04-05-2018;496943;569261
05-05-2018;476972;544433
06-05-2018;464436;538193
07-05-2018;489718;570780
08-05-2018;483585;566433
09-05-2018;462423;526192
10-05-2018;499115;570074
11-05-2018;493519;575581
12-05-2018;466466;550215
13-05-2018;468995;537508
14-05-2018;510845;574862
15-05-2018;518071;575834
16-05-2018;509308;576967
17-05-2018;510317;582820
18-05-2018;510802;584469
19-05-2018;512071;555331
20-05-2018;512907;547943
21-05-2018;530891;577995
22-05-2018;549923;579896
23-05-2018;556770;577060
24-05-2018;546950;575662
25-05-2018;538950;572698
26-05-2018;516564;546217
27-05-2018;509100;535207
28-05-2018;528408;571502
29-05-2018;527939;574332
30-05-2018;516579;575143
