Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2020;99658;85375
02-07-2020;99563;85337
03-07-2020;98835;84556
04-07-2020;97478;83308
05-07-2020;97104;82931
06-07-2020;100622;86393
07-07-2020;99769;85868
08-07-2020;98182;86636
09-07-2020;99371;87829
10-07-2020;98461;86715
11-07-2020;95497;83998
12-07-2020;94782;83132
13-07-2020;96789;85835
14-07-2020;96684;85979
15-07-2020;100040;86866
16-07-2020;102429;89796
17-07-2020;102616;89394
18-07-2020;101372;87797
19-07-2020;100254;86477
20-07-2020;101800;88000
21-07-2020;101413;87774
22-07-2020;102327;88674
23-07-2020;102178;88491
24-07-2020;101687;87945
25-07-2020;99028;85174
26-07-2020;99039;85286
27-07-2020;99237;85414
28-07-2020;101540;87636
29-07-2020;101584;87260
30-07-2020;104507;89630
