Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2015;2920714;2877508
02-01-2015;2963182;2914311
03-01-2015;3005504;2948067
04-01-2015;3017959;2960324
05-01-2015;3058129;2995248
06-01-2015;3107529;3034698
07-01-2015;3087268;3030139
08-01-2015;3164533;3101576
09-01-2015;3196176;3123227
10-01-2015;3165802;3092374
11-01-2015;3142699;3057914
12-01-2015;3237101;3179597
13-01-2015;3244636;3181972
14-01-2015;3205604;3149762
15-01-2015;3187674;3133346
16-01-2015;3191233;3140894
17-01-2015;3126790;3056973
18-01-2015;3099311;3021474
19-01-2015;3187306;3134518
20-01-2015;3231750;3175808
21-01-2015;3273367;3220701
22-01-2015;3320874;3259295
23-01-2015;3347887;3293402
24-01-2015;3287605;3196560
25-01-2015;3235141;3155731
26-01-2015;3351378;3294814
27-01-2015;3355354;3291047
28-01-2015;3324778;3262760
29-01-2015;3318289;3243416
30-01-2015;3291797;3220862
