Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2015;302493;254804
02-01-2015;305793;258387
03-01-2015;308324;263934
04-01-2015;307352;269298
05-01-2015;305238;277259
06-01-2015;307155;283717
07-01-2015;303068;282138
08-01-2015;315351;282796
09-01-2015;317064;283672
10-01-2015;315766;280366
11-01-2015;321148;282023
12-01-2015;347960;300436
13-01-2015;345834;302686
14-01-2015;342497;297079
15-01-2015;337761;293714
16-01-2015;339414;292707
17-01-2015;326358;277293
18-01-2015;326607;273212
19-01-2015;328869;290465
20-01-2015;335661;298974
21-01-2015;340961;306818
22-01-2015;353309;312325
23-01-2015;349523;309955
24-01-2015;353611;292954
25-01-2015;352711;285145
26-01-2015;351048;295460
27-01-2015;350313;295031
28-01-2015;345277;295378
29-01-2015;354259;295417
30-01-2015;350843;292709
