Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2011;331230;318282
01-04-2011;326152;312222
02-04-2011;313743;291882
03-04-2011;305037;279659
04-04-2011;315203;302183
05-04-2011;313701;305223
06-04-2011;317058;306110
07-04-2011;305479;303487
08-04-2011;309743;305571
09-04-2011;304969;287392
10-04-2011;295257;275106
11-04-2011;309499;300144
12-04-2011;308548;298422
13-04-2011;325752;299590
14-04-2011;327499;299175
15-04-2011;325746;298721
16-04-2011;318430;281597
17-04-2011;306394;268036
18-04-2011;327553;293765
19-04-2011;323208;298973
20-04-2011;325960;301828
21-04-2011;333051;301040
22-04-2011;342418;297472
23-04-2011;332411;276480
24-04-2011;327681;255068
25-04-2011;332527;282279
26-04-2011;333286;282927
27-04-2011;335769;282672
28-04-2011;326152;277897
29-04-2011;319362;272244
