Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2011;471478;500289
01-09-2011;469970;497049
02-09-2011;474247;498689
03-09-2011;473095;487164
04-09-2011;470537;488939
05-09-2011;484175;505227
06-09-2011;489417;508912
07-09-2011;493850;508906
08-09-2011;495956;510324
09-09-2011;488624;504901
10-09-2011;480956;498906
11-09-2011;484287;499185
12-09-2011;499477;517085
13-09-2011;508642;521957
14-09-2011;505355;523917
15-09-2011;506307;526667
16-09-2011;497613;523101
17-09-2011;485826;508949
18-09-2011;480142;501675
19-09-2011;495096;517368
20-09-2011;494440;514632
21-09-2011;493852;512976
22-09-2011;500089;513697
23-09-2011;500923;515812
24-09-2011;498067;511617
25-09-2011;497608;510635
26-09-2011;516425;531764
27-09-2011;514029;534544
28-09-2011;517755;535965
29-09-2011;518059;537412
