Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2013;235128;207861
01-06-2013;220665;195281
02-06-2013;213828;191685
03-06-2013;230700;204349
04-06-2013;230836;206418
05-06-2013;229983;206506
06-06-2013;237984;206300
07-06-2013;233252;204361
08-06-2013;222693;195497
09-06-2013;220290;191837
10-06-2013;227213;204452
11-06-2013;240816;206007
12-06-2013;230335;195955
13-06-2013;242548;206784
14-06-2013;240667;207865
15-06-2013;234501;195050
16-06-2013;224632;190953
17-06-2013;234590;204370
18-06-2013;229747;205889
19-06-2013;231456;205439
20-06-2013;230197;205414
21-06-2013;223900;205264
22-06-2013;213296;194498
23-06-2013;214438;189677
24-06-2013;236896;204890
25-06-2013;241760;207576
26-06-2013;240743;208756
27-06-2013;239679;209392
28-06-2013;240091;206262
29-06-2013;227549;195329
