Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2019;91649;84888
02-08-2019;93558;86883
03-08-2019;91394;83703
04-08-2019;97037;83932
05-08-2019;102472;89497
06-08-2019;100865;88713
07-08-2019;100571;88501
08-08-2019;101338;88783
09-08-2019;99705;87237
10-08-2019;95550;83126
11-08-2019;96422;83981
12-08-2019;99136;86511
13-08-2019;99819;87235
14-08-2019;101402;88956
15-08-2019;101186;88681
16-08-2019;101111;88616
17-08-2019;98408;85706
18-08-2019;98546;85635
19-08-2019;102773;89759
20-08-2019;102849;89792
21-08-2019;104307;91232
22-08-2019;102642;89781
23-08-2019;100041;87326
24-08-2019;97392;84179
25-08-2019;97733;84511
26-08-2019;102095;88784
27-08-2019;103473;90190
28-08-2019;102687;89692
29-08-2019;100589;87539
30-08-2019;99797;86846
