Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2015;746496;723280
02-12-2015;735808;719408
03-12-2015;741848;720481
04-12-2015;740927;725086
05-12-2015;713246;684880
06-12-2015;686606;665834
07-12-2015;724816;701377
08-12-2015;718054;706378
09-12-2015;723821;714196
10-12-2015;723056;719227
11-12-2015;712813;714944
12-12-2015;668349;692779
13-12-2015;649890;671028
14-12-2015;699854;716213
15-12-2015;700152;720309
16-12-2015;701765;730189
17-12-2015;713976;734972
18-12-2015;723820;740276
19-12-2015;681598;693223
20-12-2015;660702;665265
21-12-2015;691233;692846
22-12-2015;694461;693340
23-12-2015;682178;693613
24-12-2015;682960;690131
25-12-2015;679359;695466
26-12-2015;644115;669674
27-12-2015;627772;662062
28-12-2015;677082;713424
29-12-2015;685827;723898
30-12-2015;706922;716861
