Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2012;362511;323836
31-01-2012;364482;326577
01-02-2012;364841;329716
02-02-2012;375905;336153
03-02-2012;368690;335190
04-02-2012;374665;323305
05-02-2012;367542;319324
06-02-2012;371805;336811
07-02-2012;371065;332918
08-02-2012;371168;330381
09-02-2012;372654;330134
10-02-2012;372011;329243
11-02-2012;358502;312435
12-02-2012;355012;306343
13-02-2012;366989;325183
14-02-2012;367146;325239
15-02-2012;365162;318196
16-02-2012;364542;316722
17-02-2012;363896;313638
18-02-2012;356150;299134
19-02-2012;354058;296713
20-02-2012;361427;309023
21-02-2012;358760;304195
22-02-2012;354120;296655
23-02-2012;343679;282439
24-02-2012;340244;289659
25-02-2012;346119;282337
26-02-2012;342751;280317
27-02-2012;354536;296222
28-02-2012;356624;300712
