Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2019;2856962;2820748
02-10-2019;2875182;2824750
03-10-2019;2858241;2810762
04-10-2019;2867952;2819853
05-10-2019;2828582;2750773
06-10-2019;2814716;2732076
07-10-2019;2911299;2858424
08-10-2019;2931586;2875600
09-10-2019;2950779;2894376
10-10-2019;2955529;2900747
11-10-2019;2951770;2895180
12-10-2019;2914331;2822001
13-10-2019;2877000;2786269
14-10-2019;2925132;2868412
15-10-2019;2937316;2879317
16-10-2019;2948932;2892222
17-10-2019;2955193;2901131
18-10-2019;2969074;2909233
19-10-2019;2937302;2843466
20-10-2019;2903331;2812397
21-10-2019;2979249;2923936
22-10-2019;2978698;2926924
23-10-2019;2974597;2921682
24-10-2019;2979068;2928852
25-10-2019;2986539;2930595
26-10-2019;2956641;2867195
27-10-2019;2933565;2845341
28-10-2019;3003013;2944275
29-10-2019;3037110;2978097
30-10-2019;3081901;3027346
