Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2014;225702;251553
02-03-2014;223366;245591
03-03-2014;230756;256817
04-03-2014;229735;253621
05-03-2014;240936;252106
06-03-2014;240012;248974
07-03-2014;235089;251973
08-03-2014;219291;241076
09-03-2014;213187;238673
10-03-2014;216067;248303
11-03-2014;230827;260579
12-03-2014;232347;259980
13-03-2014;232080;255038
14-03-2014;227909;248194
15-03-2014;212728;236173
16-03-2014;210365;229645
17-03-2014;216123;239224
18-03-2014;217454;242309
19-03-2014;228376;244819
20-03-2014;228964;245594
21-03-2014;223267;238824
22-03-2014;207344;229167
23-03-2014;203363;223138
24-03-2014;214525;229795
25-03-2014;211810;228715
26-03-2014;206672;225466
27-03-2014;214211;226216
28-03-2014;214230;228087
29-03-2014;204497;231689
30-03-2014;203176;236621
