Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2015;545029;552487
02-10-2015;569736;557766
03-10-2015;550756;546118
04-10-2015;547695;541892
05-10-2015;561065;551011
06-10-2015;576438;557412
07-10-2015;543426;551718
08-10-2015;559874;549874
09-10-2015;564940;549935
10-10-2015;544862;540033
11-10-2015;541579;536015
12-10-2015;554600;548090
13-10-2015;553363;546416
14-10-2015;564250;556508
15-10-2015;566786;567077
16-10-2015;570993;568508
17-10-2015;565394;564738
18-10-2015;564337;563566
19-10-2015;580544;573426
20-10-2015;576739;571891
21-10-2015;564769;569787
22-10-2015;571544;570814
23-10-2015;571316;572509
24-10-2015;568263;569796
25-10-2015;567373;571018
26-10-2015;593240;586765
27-10-2015;595509;586430
28-10-2015;589220;585198
29-10-2015;602658;587254
30-10-2015;600036;583414
