Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2015;301556;261279
02-03-2015;308002;273169
03-03-2015;310198;273314
04-03-2015;318617;274563
05-03-2015;315299;272759
06-03-2015;302425;271457
07-03-2015;299432;262636
08-03-2015;298353;254325
09-03-2015;303189;256763
10-03-2015;304802;269257
11-03-2015;306659;268436
12-03-2015;308956;268541
13-03-2015;308547;268441
14-03-2015;303798;256951
15-03-2015;300705;252807
16-03-2015;302818;263681
17-03-2015;303899;261991
18-03-2015;305271;259587
19-03-2015;301814;260235
20-03-2015;304927;263683
21-03-2015;305583;258944
22-03-2015;308667;259103
23-03-2015;311830;276431
24-03-2015;311328;274206
25-03-2015;311039;271712
26-03-2015;311366;272665
27-03-2015;311130;271992
28-03-2015;308143;259646
29-03-2015;310847;255269
30-03-2015;310904;270289
