Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2019;145319;137908
02-12-2019;148526;141547
03-12-2019;147990;140987
04-12-2019;152340;145362
05-12-2019;153884;146856
06-12-2019;153864;146802
07-12-2019;150972;144025
08-12-2019;149574;142775
09-12-2019;150437;143722
10-12-2019;146354;139624
11-12-2019;150208;143530
12-12-2019;150880;144237
13-12-2019;150129;143370
14-12-2019;148668;141901
15-12-2019;147024;140254
16-12-2019;146955;140236
17-12-2019;146989;140291
18-12-2019;150798;144103
19-12-2019;153161;146548
20-12-2019;153115;146199
21-12-2019;152909;145950
22-12-2019;151762;144803
23-12-2019;155186;148253
24-12-2019;154086;147149
25-12-2019;153761;146818
26-12-2019;155235;148314
27-12-2019;157561;150573
28-12-2019;157245;150317
29-12-2019;156371;149421
30-12-2019;155652;148727
