Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2017;752179;758715
02-03-2017;761660;767078
03-03-2017;762103;762955
04-03-2017;755316;744861
05-03-2017;737372;737322
06-03-2017;749392;753972
07-03-2017;725647;755580
08-03-2017;704220;733127
09-03-2017;729282;752720
10-03-2017;740303;756740
11-03-2017;726695;742973
12-03-2017;715528;735750
13-03-2017;736269;750906
14-03-2017;732455;748089
15-03-2017;731923;749934
16-03-2017;729313;749802
17-03-2017;731581;750828
18-03-2017;733456;740894
19-03-2017;726640;739650
20-03-2017;744712;757802
21-03-2017;726385;748503
22-03-2017;732572;746792
23-03-2017;733323;745638
24-03-2017;733269;748423
25-03-2017;715809;737489
26-03-2017;695383;730003
27-03-2017;716601;745445
28-03-2017;723301;746827
29-03-2017;715520;751489
30-03-2017;719345;752881
