Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2013;315428;298285
02-01-2013;327291;306013
03-01-2013;327590;313512
04-01-2013;319815;312075
05-01-2013;325990;310483
06-01-2013;327613;310548
07-01-2013;327445;304750
08-01-2013;337026;314918
09-01-2013;350425;340890
10-01-2013;357338;348796
11-01-2013;372605;357835
12-01-2013;375517;345400
13-01-2013;367473;335241
14-01-2013;373155;358911
15-01-2013;376522;358122
16-01-2013;371475;357754
17-01-2013;376194;360761
18-01-2013;379721;362680
19-01-2013;366639;336470
20-01-2013;353675;324242
21-01-2013;367561;349653
22-01-2013;370188;354540
23-01-2013;374281;363354
24-01-2013;378174;364311
25-01-2013;382065;361529
26-01-2013;380522;345713
27-01-2013;378955;339297
28-01-2013;386909;366538
29-01-2013;379576;365691
30-01-2013;379613;364482
