Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2011;320300;283445
02-01-2011;322802;287899
03-01-2011;326257;294733
04-01-2011;337741;304247
05-01-2011;336652;308601
06-01-2011;337821;308529
07-01-2011;334972;304458
08-01-2011;323444;310358
09-01-2011;316942;309209
10-01-2011;322970;319274
11-01-2011;334573;336762
12-01-2011;331692;338689
13-01-2011;336212;341149
14-01-2011;330993;339514
15-01-2011;319923;319312
16-01-2011;316512;308682
17-01-2011;345565;338583
18-01-2011;346192;345572
19-01-2011;350267;346992
20-01-2011;348846;353542
21-01-2011;353193;355144
22-01-2011;341005;338408
23-01-2011;330822;322674
24-01-2011;346530;347479
25-01-2011;344704;347199
26-01-2011;342550;350730
27-01-2011;343732;346218
28-01-2011;347055;349285
29-01-2011;332690;327108
30-01-2011;320291;314496
