Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2020;486943;495422
02-07-2020;494374;501100
03-07-2020;494987;498830
04-07-2020;491263;492522
05-07-2020;485131;489501
06-07-2020;487223;497114
07-07-2020;492698;499784
08-07-2020;488639;500216
09-07-2020;486088;499466
10-07-2020;488471;498101
11-07-2020;487249;487501
12-07-2020;481812;486507
13-07-2020;493852;498603
14-07-2020;488419;499467
15-07-2020;490003;498797
16-07-2020;487715;497520
17-07-2020;487953;497759
18-07-2020;487401;489684
19-07-2020;488305;491739
20-07-2020;496168;504372
21-07-2020;502047;503655
22-07-2020;503942;503224
23-07-2020;506957;504611
24-07-2020;504303;500267
25-07-2020;500433;493483
26-07-2020;484427;487947
27-07-2020;480570;499587
28-07-2020;476948;496632
29-07-2020;484715;499704
30-07-2020;487326;500323
