Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2018;592806;603205
02-01-2018;612304;619179
03-01-2018;615243;634762
04-01-2018;618933;642774
05-01-2018;628228;654968
06-01-2018;612787;655170
07-01-2018;606372;636061
08-01-2018;630544;666045
09-01-2018;662582;717383
10-01-2018;668311;728070
11-01-2018;681067;736887
12-01-2018;679055;745675
13-01-2018;683683;720083
14-01-2018;678061;711464
15-01-2018;719436;754561
16-01-2018;743724;758395
17-01-2018;737109;762162
18-01-2018;731819;766502
19-01-2018;729049;762729
20-01-2018;712598;736440
21-01-2018;696169;717234
22-01-2018;742934;764453
23-01-2018;761590;778012
24-01-2018;758563;777284
25-01-2018;762522;779682
26-01-2018;768464;779052
27-01-2018;742594;738791
28-01-2018;712844;724452
29-01-2018;749140;766204
30-01-2018;742712;760567
