Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2014;236751;209086
01-09-2014;236352;219861
02-09-2014;239611;222005
03-09-2014;242758;221519
04-09-2014;244037;220491
05-09-2014;238392;219335
06-09-2014;231323;209511
07-09-2014;227775;207677
08-09-2014;231607;219686
09-09-2014;233124;220797
10-09-2014;231927;223290
11-09-2014;230228;221996
12-09-2014;240780;223911
13-09-2014;238565;215231
14-09-2014;236553;213681
15-09-2014;246632;227389
16-09-2014;242246;228448
17-09-2014;251134;229267
18-09-2014;261438;229066
19-09-2014;267924;230457
20-09-2014;263967;220882
21-09-2014;254850;216693
22-09-2014;255783;231493
23-09-2014;257098;240577
24-09-2014;260953;242403
25-09-2014;266137;245746
26-09-2014;264413;240880
27-09-2014;263679;229766
28-09-2014;251026;225253
29-09-2014;252278;236566
