Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2013;664880;611946
02-01-2013;656468;615341
03-01-2013;682781;634592
04-01-2013;691554;638896
05-01-2013;693084;643656
06-01-2013;695101;643369
07-01-2013;688533;634909
08-01-2013;717533;661531
09-01-2013;775518;724087
10-01-2013;785421;742423
11-01-2013;803958;747927
12-01-2013;774801;710665
13-01-2013;754533;701162
14-01-2013;793098;749230
15-01-2013;788889;751790
16-01-2013;795374;750672
17-01-2013;798883;747555
18-01-2013;805837;753817
19-01-2013;760528;704988
20-01-2013;742618;702287
21-01-2013;779604;749644
22-01-2013;791113;760347
23-01-2013;800310;766472
24-01-2013;796961;763235
25-01-2013;786776;754350
26-01-2013;769709;728493
27-01-2013;755016;713617
28-01-2013;803771;766832
29-01-2013;788865;754233
30-01-2013;779402;744031
