Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2019;2936402;2868037
01-04-2019;3009039;2953177
02-04-2019;2999561;2945707
03-04-2019;3011890;2956574
04-04-2019;2998853;2945243
05-04-2019;2995261;2944265
06-04-2019;2945778;2863060
07-04-2019;2888710;2807854
08-04-2019;2967146;2911373
09-04-2019;2929762;2877863
10-04-2019;2921758;2870058
11-04-2019;2910217;2858342
12-04-2019;2910945;2860333
13-04-2019;2886721;2806447
14-04-2019;2868852;2792105
15-04-2019;2935635;2884362
16-04-2019;2919030;2868891
17-04-2019;2928968;2880670
18-04-2019;2937959;2891061
19-04-2019;2938077;2889032
20-04-2019;2891515;2807705
21-04-2019;2796822;2743025
22-04-2019;2858913;2819445
23-04-2019;2822587;2794288
24-04-2019;2801079;2775533
25-04-2019;2793118;2764271
26-04-2019;2776084;2742050
27-04-2019;2741014;2676223
28-04-2019;2652087;2592661
29-04-2019;2751453;2726726
