Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2019;279342;273663
01-04-2019;290989;280046
02-04-2019;294258;284772
03-04-2019;300105;287790
04-04-2019;295617;284919
05-04-2019;292188;280633
06-04-2019;287970;270645
07-04-2019;273961;259366
08-04-2019;287257;266002
09-04-2019;281612;259582
10-04-2019;278440;255957
11-04-2019;278450;254929
12-04-2019;279255;252931
13-04-2019;272136;247491
14-04-2019;268364;247181
15-04-2019;278938;259116
16-04-2019;280420;258907
17-04-2019;277565;266276
18-04-2019;286430;278089
19-04-2019;289223;284039
20-04-2019;281115;275466
21-04-2019;280503;265069
22-04-2019;288936;271752
23-04-2019;287326;263485
24-04-2019;278894;259469
25-04-2019;275282;258539
26-04-2019;269838;250828
27-04-2019;265506;240746
28-04-2019;254954;224060
29-04-2019;263344;237588
