Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2011;202012;227255
02-01-2011;198200;228637
03-01-2011;204314;233660
04-01-2011;210111;241715
05-01-2011;205671;247642
06-01-2011;221791;251989
07-01-2011;215231;245763
08-01-2011;221116;250589
09-01-2011;215990;252395
10-01-2011;225489;260792
11-01-2011;241451;272031
12-01-2011;241042;274794
13-01-2011;243186;272538
14-01-2011;242044;271101
15-01-2011;229113;258001
16-01-2011;223393;252579
17-01-2011;241681;268757
18-01-2011;245112;276008
19-01-2011;248531;276951
20-01-2011;256935;283906
21-01-2011;259368;284382
22-01-2011;246154;273897
23-01-2011;236063;265175
24-01-2011;249475;274540
25-01-2011;252260;273301
26-01-2011;252424;274296
27-01-2011;252668;277927
28-01-2011;252314;277210
29-01-2011;240385;270063
30-01-2011;236051;266395
