Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2011;705005;714674
02-01-2011;711978;725848
03-01-2011;727488;742044
04-01-2011;738049;750252
05-01-2011;742567;752347
06-01-2011;741211;755584
07-01-2011;719593;743142
08-01-2011;737611;756054
09-01-2011;741291;753706
10-01-2011;764679;760895
11-01-2011;782384;778417
12-01-2011;779211;773364
13-01-2011;788053;775643
14-01-2011;791726;779774
15-01-2011;763423;762637
16-01-2011;755480;757353
17-01-2011;802259;797083
18-01-2011;802831;806182
19-01-2011;801944;804899
20-01-2011;805105;813242
21-01-2011;807604;815371
22-01-2011;781529;791776
23-01-2011;772225;785672
24-01-2011;807173;812213
25-01-2011;801789;802987
26-01-2011;795054;786837
27-01-2011;790478;781251
28-01-2011;785915;783335
29-01-2011;758998;768520
30-01-2011;733301;754434
