Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2016;3190789;3121413
31-01-2016;3102574;3053553
01-02-2016;3206435;3161359
02-02-2016;3204409;3153010
03-02-2016;3193643;3143283
04-02-2016;3163315;3115317
05-02-2016;3155190;3108967
06-02-2016;3075022;3020325
07-02-2016;3044176;2990955
08-02-2016;3156007;3109533
09-02-2016;3154494;3107517
10-02-2016;3163419;3112102
11-02-2016;3156664;3108489
12-02-2016;3152639;3107156
13-02-2016;3065316;3005414
14-02-2016;3030277;2971328
15-02-2016;3140343;3093468
16-02-2016;3136040;3088989
17-02-2016;3137772;3088423
18-02-2016;3143791;3094239
19-02-2016;3154571;3104012
20-02-2016;3127316;3082123
21-02-2016;3051107;2994553
22-02-2016;3068657;2997506
23-02-2016;3007266;2936823
24-02-2016;3087225;3043206
25-02-2016;3086625;3039547
26-02-2016;3053258;3006326
27-02-2016;2980097;2923154
28-02-2016;2945097;2884330
