Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2019;501657;516219
01-06-2019;495939;513791
02-06-2019;490003;512416
03-06-2019;504808;525068
04-06-2019;498234;517828
05-06-2019;493322;515920
06-06-2019;491982;514784
07-06-2019;489655;514998
08-06-2019;486404;507954
09-06-2019;485197;505499
10-06-2019;488604;512127
11-06-2019;490286;509687
12-06-2019;479720;503324
13-06-2019;484214;507933
14-06-2019;486413;507968
15-06-2019;489905;500658
16-06-2019;487917;500156
17-06-2019;497505;508972
18-06-2019;493594;509104
19-06-2019;491486;506880
20-06-2019;489178;503474
21-06-2019;499975;506923
22-06-2019;504552;501135
23-06-2019;498891;500117
24-06-2019;502739;508470
25-06-2019;496268;507595
26-06-2019;489589;507877
27-06-2019;484109;504492
28-06-2019;485665;504506
29-06-2019;479113;498709
