Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2017;290600;282739
02-03-2017;293287;282873
03-03-2017;291407;280080
04-03-2017;272446;276321
05-03-2017;262697;269275
06-03-2017;282209;277639
07-03-2017;281801;276243
08-03-2017;253434;262758
09-03-2017;265411;272473
10-03-2017;264227;274172
11-03-2017;251013;269158
12-03-2017;246729;266592
13-03-2017;256712;274937
14-03-2017;263748;279894
15-03-2017;269752;279933
16-03-2017;270968;279927
17-03-2017;269613;279415
18-03-2017;259073;273064
19-03-2017;258820;269302
20-03-2017;268581;281146
21-03-2017;269542;282592
22-03-2017;270592;284313
23-03-2017;264229;280597
24-03-2017;258417;273978
25-03-2017;249610;269500
26-03-2017;246629;267909
27-03-2017;266969;282512
28-03-2017;267793;280198
29-03-2017;264375;274116
30-03-2017;261781;272422
