Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2019;3234991;3178276
02-03-2019;3198377;3105361
03-03-2019;3173923;3083186
04-03-2019;3239393;3174609
05-03-2019;3214325;3149525
06-03-2019;3216125;3159515
07-03-2019;3196065;3140869
08-03-2019;3086786;3007130
09-03-2019;3077524;2989971
10-03-2019;3075491;2982660
11-03-2019;3156081;3097164
12-03-2019;3144256;3091927
13-03-2019;3154240;3099080
14-03-2019;3154423;3100206
15-03-2019;3149650;3098466
16-03-2019;3109502;3021010
17-03-2019;3065193;2979524
18-03-2019;3130774;3071260
19-03-2019;3115245;3055286
20-03-2019;3098833;3045805
21-03-2019;3103004;3053186
22-03-2019;3102019;3057439
23-03-2019;3050861;2976154
24-03-2019;3017248;2944386
25-03-2019;3078080;3030630
26-03-2019;3079803;3031915
27-03-2019;3081299;3029356
28-03-2019;3079497;3028318
29-03-2019;3070758;3018828
30-03-2019;3003898;2930296
