Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2017;2972298;2959123
01-04-2017;2901858;2852876
02-04-2017;2879117;2827403
03-04-2017;2947156;2916343
04-04-2017;2930902;2905865
05-04-2017;2923923;2900498
06-04-2017;2898634;2878451
07-04-2017;2880704;2856917
08-04-2017;2844711;2783688
09-04-2017;2797020;2737777
10-04-2017;2870569;2840589
11-04-2017;2834693;2814205
12-04-2017;2840076;2812718
13-04-2017;2863818;2834600
14-04-2017;2857863;2832092
15-04-2017;2809958;2766782
16-04-2017;2695315;2666174
17-04-2017;2840776;2815449
18-04-2017;2844162;2827922
19-04-2017;2862341;2842926
20-04-2017;2855843;2839642
21-04-2017;2854918;2845334
22-04-2017;2776716;2762845
23-04-2017;2741867;2714355
24-04-2017;2837571;2819447
25-04-2017;2817268;2785459
26-04-2017;2797506;2766683
27-04-2017;2763820;2747305
28-04-2017;2724723;2708682
29-04-2017;2637803;2600743
