Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2014;561813;573331
02-01-2014;569996;583749
03-01-2014;592408;599254
04-01-2014;604052;612949
05-01-2014;621852;630392
06-01-2014;635019;638439
07-01-2014;624195;631814
08-01-2014;626755;633746
09-01-2014;635611;643496
10-01-2014;634446;641889
11-01-2014;618185;625704
12-01-2014;610414;618199
13-01-2014;624395;634672
14-01-2014;618786;631426
15-01-2014;622721;631149
16-01-2014;620127;631199
17-01-2014;623616;629777
18-01-2014;614017;621927
19-01-2014;604419;613828
20-01-2014;621610;629118
21-01-2014;617574;628366
22-01-2014;628615;637312
23-01-2014;637593;643989
24-01-2014;640693;648513
25-01-2014;637089;640481
26-01-2014;633039;642367
27-01-2014;653322;661362
28-01-2014;655475;659640
29-01-2014;658683;663044
30-01-2014;668636;672842
