Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2017;292028;283794
02-01-2017;296820;289479
03-01-2017;299582;295784
04-01-2017;319251;307474
05-01-2017;317898;313440
06-01-2017;323286;311194
07-01-2017;325204;308526
08-01-2017;332224;315463
09-01-2017;352671;347235
10-01-2017;351493;350243
11-01-2017;341199;345377
12-01-2017;337048;346163
13-01-2017;335396;344215
14-01-2017;323768;324613
15-01-2017;317571;319901
16-01-2017;334594;343479
17-01-2017;341018;346227
18-01-2017;344388;349397
19-01-2017;337483;346997
20-01-2017;330380;342187
21-01-2017;326465;321793
22-01-2017;325579;314659
23-01-2017;334458;340562
24-01-2017;331585;338321
25-01-2017;342977;345393
26-01-2017;349735;353781
27-01-2017;351513;353166
28-01-2017;346721;338573
29-01-2017;344490;332844
30-01-2017;355663;358643
