Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2017;94698;82727
02-10-2017;96409;84280
03-10-2017;98735;86520
04-10-2017;99601;87847
05-10-2017;99573;87608
06-10-2017;98177;85967
07-10-2017;94037;81787
08-10-2017;93299;81013
09-10-2017;97395;85069
10-10-2017;97680;85590
11-10-2017;100729;88325
12-10-2017;101565;89397
13-10-2017;101313;89180
14-10-2017;99561;87228
15-10-2017;99096;86750
16-10-2017;103452;91099
17-10-2017;104449;92142
18-10-2017;106753;94298
19-10-2017;104740;93451
20-10-2017;105743;94192
21-10-2017;102474;91057
22-10-2017;103292;91879
23-10-2017;108040;95574
24-10-2017;107582;95055
25-10-2017;106800;94215
26-10-2017;104472;92186
27-10-2017;103672;91295
28-10-2017;102256;90058
29-10-2017;102667;90638
30-10-2017;106632;94268
