Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2011;502912;522276
02-10-2011;496172;516722
03-10-2011;506663;531507
04-10-2011;506448;530024
05-10-2011;508831;529683
06-10-2011;515387;537780
07-10-2011;521825;540830
08-10-2011;517291;531812
09-10-2011;508870;526046
10-10-2011;520310;542790
11-10-2011;526130;542786
12-10-2011;520870;542482
13-10-2011;523784;541513
14-10-2011;521761;539690
15-10-2011;517661;531311
16-10-2011;507583;527244
17-10-2011;515782;542495
18-10-2011;522843;548750
19-10-2011;534475;556559
20-10-2011;540965;559564
21-10-2011;536352;560720
22-10-2011;536156;555049
23-10-2011;531606;550867
24-10-2011;551414;566919
25-10-2011;554146;568828
26-10-2011;555327;570616
27-10-2011;562134;574973
28-10-2011;560151;578012
29-10-2011;558826;570522
30-10-2011;554465;568235
