Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2015;231956;199223
01-06-2015;227073;209556
02-06-2015;220877;209626
03-06-2015;212060;208573
04-06-2015;218398;210554
05-06-2015;218817;209423
06-06-2015;201093;199160
07-06-2015;197190;195834
08-06-2015;216254;211124
09-06-2015;220405;212965
10-06-2015;219111;212856
11-06-2015;221167;212057
12-06-2015;217444;201530
13-06-2015;209787;196909
14-06-2015;194434;196566
15-06-2015;208872;210134
16-06-2015;212894;209252
17-06-2015;218080;211077
18-06-2015;217036;211956
19-06-2015;213340;210974
20-06-2015;208812;199260
21-06-2015;203126;194757
22-06-2015;220800;207620
23-06-2015;225210;210490
24-06-2015;229804;211298
25-06-2015;230589;209991
26-06-2015;229050;210691
27-06-2015;216363;200139
28-06-2015;213384;196715
29-06-2015;225122;208183
