Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2018;796932;796175
30-01-2018;799930;790067
31-01-2018;801645;791287
01-02-2018;792585;795386
02-02-2018;800487;795512
03-02-2018;775657;780251
04-02-2018;757143;773551
05-02-2018;784688;787394
06-02-2018;782240;778960
07-02-2018;775562;778588
08-02-2018;784719;780619
09-02-2018;797813;790022
10-02-2018;777290;774384
11-02-2018;755174;766734
12-02-2018;781631;788076
13-02-2018;773703;785186
14-02-2018;793397;793482
15-02-2018;790702;787629
16-02-2018;786779;786280
17-02-2018;761772;768137
18-02-2018;749929;755205
19-02-2018;778743;776194
20-02-2018;785601;782524
21-02-2018;797935;783151
22-02-2018;791516;780664
23-02-2018;768521;766528
24-02-2018;767420;769031
25-02-2018;755301;771580
26-02-2018;781191;794005
27-02-2018;796203;795722
