Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2020;589932;654374
01-04-2020;569905;643878
02-04-2020;567930;640925
03-04-2020;561541;630541
04-04-2020;547386;616006
05-04-2020;563190;622672
06-04-2020;589983;641466
07-04-2020;575239;632530
08-04-2020;565798;631758
09-04-2020;548182;622587
10-04-2020;545555;627882
11-04-2020;553907;625241
12-04-2020;553872;614995
13-04-2020;567231;627975
14-04-2020;569519;628365
15-04-2020;572799;635868
16-04-2020;584001;648517
17-04-2020;575477;641758
18-04-2020;571239;626683
19-04-2020;545240;601286
20-04-2020;565979;630720
21-04-2020;561944;627934
22-04-2020;558684;625348
23-04-2020;563867;622026
24-04-2020;554109;624750
25-04-2020;532244;603824
26-04-2020;521629;588717
27-04-2020;546447;615764
28-04-2020;549607;612702
29-04-2020;557104;614358
