Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2019;491476;503765
02-07-2019;490503;503992
03-07-2019;484888;503859
04-07-2019;492255;502497
05-07-2019;488535;503818
06-07-2019;475488;498610
07-07-2019;473637;495919
08-07-2019;489952;506345
09-07-2019;494031;506447
10-07-2019;493241;506737
11-07-2019;500076;506113
12-07-2019;500471;504572
13-07-2019;498444;497781
14-07-2019;488579;496655
15-07-2019;499361;506951
16-07-2019;500703;503930
17-07-2019;503835;502467
18-07-2019;507066;502159
19-07-2019;498182;501455
20-07-2019;495644;495963
21-07-2019;497793;495388
22-07-2019;504916;505231
23-07-2019;501040;506569
24-07-2019;497245;505820
25-07-2019;494847;504153
26-07-2019;499782;505090
27-07-2019;496577;500329
28-07-2019;494620;498997
29-07-2019;500141;507270
30-07-2019;496100;504288
