Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2017;485335;489456
02-08-2017;473222;489524
03-08-2017;475629;489414
04-08-2017;476042;489011
05-08-2017;464327;479640
06-08-2017;455518;480382
07-08-2017;470521;494383
08-08-2017;471357;492186
09-08-2017;470464;489233
10-08-2017;485822;492289
11-08-2017;478738;489425
12-08-2017;474082;483832
13-08-2017;463839;481203
14-08-2017;469482;491399
15-08-2017;470987;489849
16-08-2017;477875;489517
17-08-2017;473191;488127
18-08-2017;473281;487468
19-08-2017;464507;482582
20-08-2017;464575;483587
21-08-2017;476185;495906
22-08-2017;483715;499051
23-08-2017;480087;498069
24-08-2017;486707;502600
25-08-2017;484091;501069
26-08-2017;481447;492700
27-08-2017;482728;494865
28-08-2017;493489;508066
29-08-2017;482215;503365
30-08-2017;490775;501563
