Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2015;237416;214375
01-09-2015;237686;216140
02-09-2015;246259;219055
03-09-2015;249734;222541
04-09-2015;253052;221985
05-09-2015;253549;214848
06-09-2015;250609;210266
07-09-2015;252747;224403
08-09-2015;262781;228100
09-09-2015;256845;228310
10-09-2015;261898;229079
11-09-2015;255061;226659
12-09-2015;255188;217001
13-09-2015;252003;214001
14-09-2015;255743;225041
15-09-2015;240539;222956
16-09-2015;244348;223802
17-09-2015;253140;224698
18-09-2015;248488;223409
19-09-2015;237794;214460
20-09-2015;238423;211115
21-09-2015;248099;228203
22-09-2015;252444;228851
23-09-2015;258375;228868
24-09-2015;259776;229323
25-09-2015;260569;228922
26-09-2015;261019;222024
27-09-2015;258429;217867
28-09-2015;260219;232519
29-09-2015;264465;236747
