Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2020;617534;602109
01-09-2020;627900;607018
02-09-2020;612035;606997
03-09-2020;621419;610833
04-09-2020;616945;620280
05-09-2020;615180;611136
06-09-2020;612696;608327
07-09-2020;622219;618532
08-09-2020;617695;615385
09-09-2020;616772;612714
10-09-2020;631693;615368
11-09-2020;636284;619424
12-09-2020;625072;612598
13-09-2020;602959;607520
14-09-2020;636943;628288
15-09-2020;644187;634612
16-09-2020;651263;642321
17-09-2020;657976;643655
18-09-2020;659240;643255
19-09-2020;649660;634331
20-09-2020;645785;635370
21-09-2020;664586;655725
22-09-2020;664120;655822
23-09-2020;669579;654018
24-09-2020;671834;649086
25-09-2020;661893;651622
26-09-2020;667348;642831
27-09-2020;653328;631066
28-09-2020;672814;649607
29-09-2020;657185;645455
