Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2019;752352;749966
01-11-2019;744951;751234
02-11-2019;748829;743281
03-11-2019;728269;739523
04-11-2019;722229;739031
05-11-2019;751756;750581
06-11-2019;755165;746723
07-11-2019;739302;743321
08-11-2019;748570;750455
09-11-2019;740539;744680
10-11-2019;712945;748198
11-11-2019;751013;768309
12-11-2019;755499;756652
13-11-2019;763342;763786
14-11-2019;763940;766571
15-11-2019;769549;777605
16-11-2019;742254;755595
17-11-2019;719705;746081
18-11-2019;766818;772162
19-11-2019;775880;786546
20-11-2019;790834;795779
21-11-2019;794176;795073
22-11-2019;787779;790818
23-11-2019;772003;772310
24-11-2019;770313;766820
25-11-2019;790806;789193
26-11-2019;788324;785093
27-11-2019;779954;784041
28-11-2019;773690;782726
29-11-2019;781871;782928
