Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2012;234225;274391
02-03-2012;232924;274267
03-03-2012;231192;268652
04-03-2012;227203;262652
05-03-2012;238174;274743
06-03-2012;247303;276399
07-03-2012;242912;275846
08-03-2012;233696;261217
09-03-2012;240381;267040
10-03-2012;242782;271969
11-03-2012;254717;280161
12-03-2012;252225;283717
13-03-2012;248813;280047
14-03-2012;242533;272457
15-03-2012;249540;272582
16-03-2012;250890;273454
17-03-2012;237251;265161
18-03-2012;231674;257567
19-03-2012;241081;257780
20-03-2012;237789;252527
21-03-2012;233652;251853
22-03-2012;230934;255215
23-03-2012;235069;256544
24-03-2012;221944;248001
25-03-2012;215332;241965
26-03-2012;226084;254687
27-03-2012;226213;258714
28-03-2012;228586;259930
29-03-2012;231904;258804
30-03-2012;224526;251297
