Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2015;305053;296350
02-03-2015;320364;319262
03-03-2015;320496;321357
04-03-2015;319562;323462
05-03-2015;325776;325655
06-03-2015;327805;324272
07-03-2015;313841;305986
08-03-2015;308152;291524
09-03-2015;305010;296989
10-03-2015;310364;311589
11-03-2015;305930;313400
12-03-2015;313196;312722
13-03-2015;312871;309595
14-03-2015;294250;290899
15-03-2015;291360;282473
16-03-2015;313546;308251
17-03-2015;318717;310501
18-03-2015;315894;309310
19-03-2015;319905;307311
20-03-2015;320256;305246
21-03-2015;301707;289398
22-03-2015;290601;283136
23-03-2015;322866;309387
24-03-2015;311655;315925
25-03-2015;307158;310074
26-03-2015;309106;309013
27-03-2015;313780;308549
28-03-2015;305566;291966
29-03-2015;302691;283209
30-03-2015;312837;305893
