Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2016;2444816;2386297
02-05-2016;2495619;2425567
03-05-2016;2538070;2459987
04-05-2016;2578574;2528130
05-05-2016;2569888;2518411
06-05-2016;2551006;2503364
07-05-2016;2489916;2423085
08-05-2016;2442266;2387206
09-05-2016;2416587;2356954
10-05-2016;2521257;2479703
11-05-2016;2563908;2514644
12-05-2016;2574425;2526510
13-05-2016;2575501;2526782
14-05-2016;2499578;2443501
15-05-2016;2464015;2421446
16-05-2016;2587208;2539106
17-05-2016;2578425;2524000
18-05-2016;2564268;2513842
19-05-2016;2562984;2509144
20-05-2016;2548609;2493529
21-05-2016;2466495;2405728
22-05-2016;2412651;2350381
23-05-2016;2499032;2448807
24-05-2016;2501676;2458230
25-05-2016;2511252;2456981
26-05-2016;2515073;2457875
27-05-2016;2509106;2455101
28-05-2016;2422650;2356224
29-05-2016;2386646;2320489
30-05-2016;2486851;2437051
