Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2014;70875;68299
02-08-2014;69641;66933
03-08-2014;75828;66672
04-08-2014;82793;70345
05-08-2014;81925;69074
06-08-2014;81212;66715
07-08-2014;82033;67695
08-08-2014;80923;67286
09-08-2014;80405;66363
10-08-2014;79272;65052
11-08-2014;83985;69542
12-08-2014;83942;69375
13-08-2014;83639;69344
14-08-2014;83711;69004
15-08-2014;83543;68200
16-08-2014;79307;66078
17-08-2014;79198;66111
18-08-2014;83505;69027
19-08-2014;82040;67571
20-08-2014;82253;67677
21-08-2014;83136;68600
22-08-2014;84878;70173
23-08-2014;83065;69102
24-08-2014;82013;67554
25-08-2014;83904;69443
26-08-2014;81581;66852
27-08-2014;81704;66977
28-08-2014;82188;67524
29-08-2014;81782;67423
30-08-2014;81117;67012
