Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2013;279268;264560
01-06-2013;277801;246345
02-06-2013;271177;235994
03-06-2013;272322;260895
04-06-2013;274723;264315
05-06-2013;278716;264547
06-06-2013;275195;263534
07-06-2013;278555;263647
08-06-2013;278912;246281
09-06-2013;258811;233115
10-06-2013;282753;260536
11-06-2013;272178;260290
12-06-2013;255631;240576
13-06-2013;271868;262451
14-06-2013;275796;261215
15-06-2013;256361;243319
16-06-2013;244893;233949
17-06-2013;262385;263572
18-06-2013;262794;268713
19-06-2013;262280;265841
20-06-2013;270715;264723
21-06-2013;277136;265981
22-06-2013;257463;245671
23-06-2013;245426;236668
24-06-2013;260374;265633
25-06-2013;268762;269821
26-06-2013;273537;273308
27-06-2013;281105;274135
28-06-2013;279073;272464
29-06-2013;260090;252890
