Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2019;2648161;2597142
02-05-2019;2652496;2615328
03-05-2019;2686056;2628321
04-05-2019;2677872;2606854
05-05-2019;2648238;2577322
06-05-2019;2677726;2633135
07-05-2019;2645377;2605771
08-05-2019;2630671;2593072
09-05-2019;2545571;2494525
10-05-2019;2578474;2515803
11-05-2019;2589332;2515166
12-05-2019;2583581;2511819
13-05-2019;2663296;2619507
14-05-2019;2680925;2627259
15-05-2019;2683256;2627831
16-05-2019;2678139;2624697
17-05-2019;2685673;2633436
18-05-2019;2634795;2560682
19-05-2019;2589805;2522881
20-05-2019;2655991;2612862
21-05-2019;2651573;2612386
22-05-2019;2649916;2615479
23-05-2019;2653733;2618068
24-05-2019;2663966;2627068
25-05-2019;2617743;2549847
26-05-2019;2573208;2506032
27-05-2019;2645668;2597027
28-05-2019;2643853;2598684
29-05-2019;2628620;2596131
30-05-2019;2622862;2597027
