Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2016;523344;515659
02-05-2016;533768;528544
03-05-2016;539607;536801
04-05-2016;545636;538659
05-05-2016;535748;530002
06-05-2016;528532;524756
07-05-2016;521616;519692
08-05-2016;520171;525241
09-05-2016;520290;521403
10-05-2016;530331;535208
11-05-2016;523702;542952
12-05-2016;516995;539447
13-05-2016;520832;534130
14-05-2016;512870;520931
15-05-2016;510914;519328
16-05-2016;529127;529252
17-05-2016;519056;525930
18-05-2016;515722;528195
19-05-2016;519496;525097
20-05-2016;516085;517165
21-05-2016;501196;500152
22-05-2016;493881;492014
23-05-2016;500779;499280
24-05-2016;501657;500284
25-05-2016;492301;501968
26-05-2016;501451;503351
27-05-2016;494614;501949
28-05-2016;482993;491050
29-05-2016;483204;490519
30-05-2016;492621;498925
