Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2012;71976;64682
02-07-2012;74480;66973
03-07-2012;74928;66903
04-07-2012;74871;66950
05-07-2012;75523;68034
06-07-2012;74957;67217
07-07-2012;73058;65833
08-07-2012;72115;64205
09-07-2012;75086;67878
10-07-2012;73020;66611
11-07-2012;75366;67682
12-07-2012;75393;67509
13-07-2012;74150;66401
14-07-2012;72793;64931
15-07-2012;72328;64313
16-07-2012;74576;65949
17-07-2012;76329;67182
18-07-2012;77091;67822
19-07-2012;78247;69009
20-07-2012;77512;68020
21-07-2012;76456;66630
22-07-2012;74380;65157
23-07-2012;77821;68947
24-07-2012;77603;68787
25-07-2012;77610;68800
26-07-2012;78249;69384
27-07-2012;77311;68430
28-07-2012;74609;65852
29-07-2012;73744;64881
30-07-2012;77223;68148
