Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2011;87873;84730
01-04-2011;90695;87444
02-04-2011;90216;87260
03-04-2011;87701;84527
04-04-2011;88826;85361
05-04-2011;87199;83255
06-04-2011;87229;83388
07-04-2011;89063;85275
08-04-2011;85872;82498
09-04-2011;85373;81979
10-04-2011;86984;83241
11-04-2011;88024;84243
12-04-2011;87555;83857
13-04-2011;87054;83297
14-04-2011;85355;81662
15-04-2011;87475;84423
16-04-2011;83656;81115
17-04-2011;82593;80379
18-04-2011;84829;82092
19-04-2011;85945;82985
20-04-2011;86979;83884
21-04-2011;87752;84571
22-04-2011;88564;85235
23-04-2011;87598;84381
24-04-2011;85041;82357
25-04-2011;86341;83885
26-04-2011;83414;80728
27-04-2011;83410;80790
28-04-2011;83045;80291
29-04-2011;81684;78645
