Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2018;579957;586076
01-04-2018;579898;588216
02-04-2018;590177;599911
03-04-2018;590631;597065
04-04-2018;591460;596890
05-04-2018;592113;598211
06-04-2018;583770;589923
07-04-2018;577325;580213
08-04-2018;564542;565531
09-04-2018;574083;577376
10-04-2018;569088;576735
11-04-2018;576115;579152
12-04-2018;572422;575677
13-04-2018;566107;569008
14-04-2018;552176;560825
15-04-2018;549143;558524
16-04-2018;561093;566738
17-04-2018;559071;564001
18-04-2018;562766;569901
19-04-2018;557751;571280
20-04-2018;548945;566053
21-04-2018;539305;558270
22-04-2018;535449;550484
23-04-2018;536958;554565
24-04-2018;536872;550139
25-04-2018;524361;545967
26-04-2018;519492;546570
27-04-2018;528276;549815
28-04-2018;533854;552623
29-04-2018;529182;541837
