Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2013;229084;209715
02-08-2013;227687;214264
03-08-2013;215705;205815
04-08-2013;210705;196161
05-08-2013;223091;204339
06-08-2013;212636;209507
07-08-2013;217620;216279
08-08-2013;221748;213647
09-08-2013;221771;211386
10-08-2013;209955;206446
11-08-2013;210762;204906
12-08-2013;215683;220128
13-08-2013;213388;222600
14-08-2013;208445;227046
15-08-2013;208707;232201
16-08-2013;208900;233869
17-08-2013;204058;222480
18-08-2013;199121;213376
19-08-2013;212517;220950
20-08-2013;208762;219128
21-08-2013;219173;218773
22-08-2013;222121;221303
23-08-2013;219910;224286
24-08-2013;205813;213982
25-08-2013;198727;209068
26-08-2013;207164;219243
27-08-2013;206184;217086
28-08-2013;205524;217150
29-08-2013;205374;216147
30-08-2013;207238;216555
