Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2011;332690;327108
30-01-2011;320291;314496
31-01-2011;338536;338018
01-02-2011;336137;342968
02-02-2011;346798;348048
03-02-2011;346151;347636
04-02-2011;341597;342961
05-02-2011;324987;319011
06-02-2011;312554;305932
07-02-2011;329738;335550
08-02-2011;315050;338875
09-02-2011;315043;340932
10-02-2011;323620;341942
11-02-2011;330456;349255
12-02-2011;324350;334782
13-02-2011;331196;319988
14-02-2011;357554;345303
15-02-2011;359003;350911
16-02-2011;351971;354456
17-02-2011;347234;359076
18-02-2011;370138;360545
19-02-2011;345486;342369
20-02-2011;339180;331924
21-02-2011;367560;364389
22-02-2011;353527;362831
23-02-2011;334656;334351
24-02-2011;350995;360477
25-02-2011;349583;362093
26-02-2011;338915;341734
27-02-2011;332101;328352
