Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2017;578459;569933
01-04-2017;555438;561081
02-04-2017;555426;562792
03-04-2017;560391;573385
04-04-2017;555857;578484
05-04-2017;556817;580280
06-04-2017;563994;583597
07-04-2017;555115;577120
08-04-2017;543775;567822
09-04-2017;553288;563289
10-04-2017;561825;571462
11-04-2017;563803;566490
12-04-2017;566358;557862
13-04-2017;567212;558153
14-04-2017;560641;555039
15-04-2017;550426;553367
16-04-2017;541571;542333
17-04-2017;554674;552893
18-04-2017;555688;556604
19-04-2017;556510;554553
20-04-2017;553294;551975
21-04-2017;546106;551792
22-04-2017;539243;544254
23-04-2017;528017;540929
24-04-2017;540072;548719
25-04-2017;535640;537646
26-04-2017;525921;529445
27-04-2017;517119;526079
28-04-2017;511443;521328
29-04-2017;515946;519840
