Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2020;133115;127692
02-03-2020;134969;130500
03-03-2020;133389;128933
04-03-2020;136020;131600
05-03-2020;136242;131769
06-03-2020;132800;128364
07-03-2020;133764;129291
08-03-2020;130437;125971
09-03-2020;132357;128007
10-03-2020;134051;129608
11-03-2020;133034;128552
12-03-2020;132794;128363
13-03-2020;136200;131741
14-03-2020;135139;130117
15-03-2020;132887;127509
16-03-2020;132961;127378
17-03-2020;124380;118975
18-03-2020;119743;115197
19-03-2020;117961;113434
20-03-2020;121525;116985
21-03-2020;123848;119370
22-03-2020;125317;120818
23-03-2020;126659;122248
24-03-2020;125292;120793
25-03-2020;124728;120210
26-03-2020;125129;120625
27-03-2020;125724;121291
28-03-2020;125049;120471
29-03-2020;122365;117774
30-03-2020;116979;112427
