Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2018;350298;300261
30-01-2018;344284;302814
31-01-2018;347230;306803
01-02-2018;349586;310759
02-02-2018;357122;307734
03-02-2018;356436;296615
04-02-2018;360116;294655
05-02-2018;354174;309239
06-02-2018;347641;310280
07-02-2018;346630;310645
08-02-2018;343780;308317
09-02-2018;354441;308128
10-02-2018;358250;296737
11-02-2018;355057;291210
12-02-2018;353548;302404
13-02-2018;359570;301621
14-02-2018;356656;301493
15-02-2018;356113;304668
16-02-2018;359877;305590
17-02-2018;364139;296299
18-02-2018;363881;291427
19-02-2018;365394;302934
20-02-2018;367210;307042
21-02-2018;369986;311473
22-02-2018;373402;315517
23-02-2018;377219;305293
24-02-2018;381015;305394
25-02-2018;380145;304061
26-02-2018;378049;317768
27-02-2018;377399;321518
