Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2018;716777;714339
01-11-2018;730465;706563
02-11-2018;726468;692290
03-11-2018;694473;661135
04-11-2018;671794;640515
05-11-2018;689696;658440
06-11-2018;728142;701740
07-11-2018;722597;706412
08-11-2018;718662;711570
09-11-2018;712529;713736
10-11-2018;680036;686835
11-11-2018;682354;684205
12-11-2018;730734;737578
13-11-2018;746305;752413
14-11-2018;736110;755454
15-11-2018;727462;748029
16-11-2018;728368;749245
17-11-2018;705575;717996
18-11-2018;692442;703953
19-11-2018;717042;739218
20-11-2018;721476;749077
21-11-2018;730816;748802
22-11-2018;735483;754636
23-11-2018;740915;750254
24-11-2018;738606;724539
25-11-2018;722843;712940
26-11-2018;753881;753241
27-11-2018;763963;765763
28-11-2018;768350;773754
29-11-2018;766820;782586
