Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2016;275527;267601
02-01-2016;287592;277317
03-01-2016;299770;289386
04-01-2016;305273;301493
05-01-2016;310572;300278
06-01-2016;300765;287867
07-01-2016;282617;273384
08-01-2016;291211;276143
09-01-2016;286395;274516
10-01-2016;285347;269572
11-01-2016;289432;282488
12-01-2016;284095;280162
13-01-2016;276944;279715
14-01-2016;270721;275472
15-01-2016;276852;275591
16-01-2016;294099;272941
17-01-2016;280126;264854
18-01-2016;286894;271494
19-01-2016;285689;274154
20-01-2016;295055;284535
21-01-2016;291864;286892
22-01-2016;285054;288146
23-01-2016;280691;284068
24-01-2016;289886;288504
25-01-2016;302674;306548
26-01-2016;312763;313246
27-01-2016;318623;314311
28-01-2016;317563;303056
29-01-2016;307361;293215
30-01-2016;290377;277985
