Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2018;114958;107505
02-01-2018;121902;111165
03-01-2018;122910;112126
04-01-2018;123399;112509
05-01-2018;125039;114307
06-01-2018;124815;114022
07-01-2018;122856;112025
08-01-2018;125148;114147
09-01-2018;129697;118719
10-01-2018;130201;119139
11-01-2018;132270;120815
12-01-2018;133064;121875
13-01-2018;132003;120987
14-01-2018;131053;119978
15-01-2018;131784;120555
16-01-2018;132434;122988
17-01-2018;132679;123661
18-01-2018;129795;120919
19-01-2018;129709;120890
20-01-2018;126428;117783
21-01-2018;129103;120402
22-01-2018;132246;123523
23-01-2018;133970;125205
24-01-2018;135967;126614
25-01-2018;135547;126945
26-01-2018;135266;125421
27-01-2018;128353;121981
28-01-2018;129094;122594
29-01-2018;132397;125923
30-01-2018;130106;123665
