Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2017;357659;337100
02-12-2017;337421;322581
03-12-2017;330219;313467
04-12-2017;344068;334700
05-12-2017;341289;338842
06-12-2017;342233;340069
07-12-2017;343516;339635
08-12-2017;349566;341402
09-12-2017;345514;327216
10-12-2017;340594;317041
11-12-2017;344449;342942
12-12-2017;335367;340531
13-12-2017;318134;341567
14-12-2017;315131;341214
15-12-2017;310738;343015
16-12-2017;294260;328801
17-12-2017;315777;319970
18-12-2017;344881;344824
19-12-2017;354479;346854
20-12-2017;354081;348051
21-12-2017;351957;348770
22-12-2017;353514;346460
23-12-2017;352637;329841
24-12-2017;348926;319774
25-12-2017;368577;341120
26-12-2017;361246;343397
27-12-2017;354999;337058
28-12-2017;341698;331672
29-12-2017;332712;321987
30-12-2017;313312;304617
