Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2016;278339;260026
02-01-2016;290415;272202
03-01-2016;301292;276668
04-01-2016;314767;288807
05-01-2016;326248;294515
06-01-2016;337490;301070
07-01-2016;338041;300618
08-01-2016;342804;306818
09-01-2016;349024;311081
10-01-2016;347271;310185
11-01-2016;362828;327468
12-01-2016;367433;327450
13-01-2016;365491;321954
14-01-2016;369414;317889
15-01-2016;366975;320252
16-01-2016;356364;311972
17-01-2016;351410;309107
18-01-2016;357566;324618
19-01-2016;358759;320552
20-01-2016;360216;319931
21-01-2016;361886;320654
22-01-2016;366344;324547
23-01-2016;366062;316389
24-01-2016;362609;305817
25-01-2016;363950;316864
26-01-2016;360277;314138
27-01-2016;349213;303066
28-01-2016;339531;295872
29-01-2016;333063;293047
30-01-2016;325674;281507
