Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2013;629576;666408
30-01-2013;637634;675499
31-01-2013;642725;675913
01-02-2013;633454;668331
02-02-2013;621483;657027
03-02-2013;619855;654883
04-02-2013;631294;666238
05-02-2013;637928;669339
06-02-2013;645643;673510
07-02-2013;646806;677500
08-02-2013;651509;678617
09-02-2013;642797;669714
10-02-2013;628115;659679
11-02-2013;629496;658675
12-02-2013;626761;659131
13-02-2013;629625;662866
14-02-2013;624643;655081
15-02-2013;627570;656929
16-02-2013;620420;653617
17-02-2013;618731;649949
18-02-2013;629992;665825
19-02-2013;631397;661978
20-02-2013;627206;658068
21-02-2013;622439;653777
22-02-2013;612176;645299
23-02-2013;593069;627650
24-02-2013;588516;623659
25-02-2013;602159;640449
26-02-2013;611993;646936
27-02-2013;619348;652597
